ID(Khazana),Material composition,CationA,CationB,Anion X,rMass,rIon,class,total_number,atom_type,tool,potential,"Band Gap, HSE06 (eV)","Band Gap, GGA (eV)",dielectric_total,dielectric_electron,dielectric_ion,atomization_energy[eV/atom],total_energy[eV],cutoff_energy[eV],k-points,author,,,
2975,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.33,C2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.04,2.15,6.2965,3.1389,3.1575,-4.3927,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2976,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.332,C2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.89,2.92,5.5039,3.1804,2.3235,-4.3957,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2977,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.336,C2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.98,3.03,5.7604,3.271,2.4895,-4.3984,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2978,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.31,C2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.75,2.85,7.3787,3.6328,3.7459,-4.4026,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2979,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.334,C2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.91,2.93,5.7045,3.4523,2.2522,-4.406,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2980,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.325,C2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.86,2.86,6.4291,3.5506,2.8785,-4.4058,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2981,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.34,C2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.76,2.81,6.0082,3.3738,2.6344,-4.4044,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2982,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.335,C2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.6,1.69,5.9119,3.3463,2.5656,-4.404,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2983,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.333,C2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.69,2.69,5.3895,3.295,2.0945,-4.4015,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2984,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.997,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.56,2.68,6.3792,3.3676,3.0116,-4.2511,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2985,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.992,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.44,2.48,10.0671,3.7188,6.3483,-4.2518,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2986,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.991,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.4,2.43,7.5722,3.5623,4.0099,-4.2636,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2987,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.706,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.14,2.11,9.2207,3.5742,5.6465,-4.2616,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2988,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.659,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.15,2.31,15.6539,3.8912,11.7627,-4.2579,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2989,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,4.554,N17,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.99,3.01,5.9731,3.3836,2.5894,-4.2674,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2990,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,4.727,N17,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.07,3.07,21.4633,3.7203,17.743,-4.2652,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2991,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,4.725,N17,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.08,3.08,8.3767,3.6057,4.771,-4.2665,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2992,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,4.06,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.02,3.06,7.8298,3.545,4.2848,-4.2641,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2993,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,2.066,N17,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.02,3.01,8.8761,3.8349,5.0412,-4.2779,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2994,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,4.14,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.33,2.47,8.4874,3.8232,4.6642,-4.2749,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2995,C4H12N1Pb1Br3,C4H12N1,Pb1,Br3,2.483,C1,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,3.39,2.46,9.4795,3.3895,6.09,-5.0158,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2996,C4H12N1Pb1Br3,C4H12N1,Pb1,Br3,2.486,C1,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,3.42,2.41,7.5272,3.3865,4.1407,-5.0169,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2997,C4H12N1Pb1Br3,C4H12N1,Pb1,Br3,2.462,C1,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,3.49,2.63,8.4109,3.3841,5.0268,-5.0158,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2998,C4H12N1Pb1Br3,C4H12N1,Pb1,Br3,2.489,C1,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,3.48,2.48,5.4926,3.1808,2.3119,-5.0204,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2999,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,3.539,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.53,2.47,6.3372,3.2771,3.0601,-5.0192,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3000,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.721,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.18,2.3,6.2933,3.2147,3.0786,-5.0197,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3001,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.486,C1,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.29,2.39,4.864,2.894,1.97,-4.5247,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3002,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.49,C1,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.46,2.46,5.1419,2.9117,2.2302,-4.531,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3003,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,2.986,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.86,2.89,10.7002,3.2781,7.4221,-4.529,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3004,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.496,C1,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.92,2.93,6.4946,3.174,3.3206,-4.5367,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3005,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,2.946,C2,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.14,3.15,6.1151,3.1114,3.0037,-4.5378,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3006,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.486,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.14,3,5.8331,3.1128,2.7202,-4.5376,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3007,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.284,C13,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.02,2.14,6.3935,3.1248,3.2688,-4.5378,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3008,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.288,C12,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.92,2.02,6.7293,3.068,3.6613,-4.5396,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3009,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.287,C12,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.87,2,5.4445,3.0565,2.388,-4.5387,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3010,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.29,C13,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.98,2.11,5.2105,2.9987,2.2118,-4.5387,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3011,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.298,C12,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.98,2.98,6.2331,3.2821,2.951,-4.5499,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3012,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,2.336,C13,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.99,2.98,6.3591,3.1994,3.1597,-4.5505,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3013,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.294,C12,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.96,2.9,6.0412,3.2,2.8412,-4.5503,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3014,C2H7N2Pb1Br3,C2H7N2,Pb1,Br3,1.466,C1,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.83,1.88,6.187,3.233,2.954,-4.5527,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3015,C2H7N2Pb1Br3,C2H7N2,Pb1,Br3,1.464,C1,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.89,1.96,5.0609,2.9017,2.1592,-4.4745,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3016,C2H7N2Pb1Br3,C2H7N2,Pb1,Br3,1.466,C1,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.89,1.92,4.3758,2.8286,1.5472,-4.4767,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3017,C2H7N2Pb1Br3,C2H7N2,Pb1,Br3,1.513,C1,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.02,2.99,4.6281,2.8262,1.8019,-4.4699,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3018,C2H7N2Pb1Br3,C2H7N2,Pb1,Br3,1.442,C1,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.04,3.04,4.5827,2.9287,1.654,-4.4775,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3019,C2H7N2Pb1Br3,C2H7N2,Pb1,Br3,1.544,C1,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.92,2.94,4.7422,2.9201,1.8221,-4.4856,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3020,C1H6N1Pb1Br3,C1H6N1,Pb1,Br3,0.809,C10,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.95,2.09,4.7918,2.9557,1.8361,-4.4839,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3021,C1H6N1Pb1Br3,C1H6N1,Pb1,Br3,0.809,C10,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.9,2.07,4.8938,3.0002,1.8937,-4.4844,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3022,C1H6N1Pb1Br3,C1H6N1,Pb1,Br3,2.023,C10,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.62,2.69,4.7311,2.9832,1.7479,-4.4846,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3023,C1H6N1Pb1Br3,C1H6N1,Pb1,Br3,0.81,C10,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.74,2.8,11.5873,3.7507,7.8365,-3.9273,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3024,C1H6N1Pb1Br3,C1H6N1,Pb1,Br3,1.093,C10,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.58,2.65,8.2036,3.414,4.7896,-3.9284,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3025,C1H6N3Pb1Br3,C1H6N3,Pb1,Br3,1.34,N11,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.86,1.97,15.5801,3.6173,11.9628,-4.121,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3026,C1H6N3Pb1Br3,C1H6N3,Pb1,Br3,1.412,N12,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.8,1.91,52.7425,3.7013,49.0412,-4.12,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3027,C1H6N3Pb1Br3,C1H6N3,Pb1,Br3,2.866,N12,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.74,2.79,11.1365,3.4786,7.6579,-4.0997,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3028,H4N1O1Pb3Br,H4N1O1,Pb3,Br1,0.064,N9,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,3.84,2.83,28.6331,3.6296,25.0035,-4.1216,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3029,H4N1O1Pb3Br,H4N1O1,Pb3,Br1,0.28,N9,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,3.5,2.61,8.6341,3.4331,5.201,-4.1048,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3030,H4N1O1Pb3Br,H4N1O1,Pb3,Br1,0.234,N9,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,3.55,2.65,13.2104,3.4585,9.7519,-4.0989,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3031,H4N1O1Pb3Br,H4N1O1,Pb3,Br1,0.501,N9,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,3.51,2.61,58.7804,3.6395,55.141,-4.1213,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3032,H4N1O1Pb3Br,H4N1O1,Pb3,Br1,0.474,N9,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,3.95,2.92,14.4593,4.0445,10.4148,-4.1068,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3033,H4N1O1Pb3Br,H4N1O1,Pb3,Br1,0.547,N9,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,3.95,2.93,41.863,3.6431,38.22,-4.1211,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3034,H4N1O1Pb3Br,H4N1O1,Pb3,Br1,0.064,N9,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,3.69,2.78,16.9594,4.0415,12.9178,-4.1074,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3035,C1H5N2Pb1Br3,C1H5N2,Pb1,Br3,3.066,N6,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.78,1.92,4.4065,2.7923,1.6142,-4.554,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3036,C1H5N2Pb1Br3,C1H5N2,Pb1,Br3,3.012,N5,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.9,2.03,4.2255,2.8696,1.3559,-4.5598,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3037,C1H5N2Pb1Br3,C1H5N2,Pb1,Br3,3.685,C12,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.86,2.72,4.2672,2.8776,1.3896,-4.5592,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3038,C4H12N1Pb1Br3,C4H12N1,Pb1,Br3,1.519,C1,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,3.19,2.3,5.6335,3.1771,2.4565,-4.4262,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3039,C4H12N1Pb1Br3,C4H12N1,Pb1,Br3,1.519,C3,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,3.23,2.28,8.2519,3.5295,4.7224,-4.5589,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3040,C4H12N1Pb1Br3,C4H12N1,Pb1,Br3,1.522,C3,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,3.85,2.87,7.8867,3.5143,4.3725,-4.5608,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3041,H5N2Pb1Br3,H5N2,Pb1,Br3,0.779,N10,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.19,2.39,15.7832,3.6414,12.1418,-3.9482,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3042,H5N2Pb1Br3,H5N2,Pb1,Br3,0.797,N11,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.36,2.45,22.4804,3.6949,18.7855,-3.9406,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3043,H5N2Pb1Br3,H5N2,Pb1,Br3,0.766,N11,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.78,2.76,15.3848,3.6353,11.7495,-3.9481,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3044,H5N2Pb1Br3,H5N2,Pb1,Br3,0.779,N10,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.73,2.79,13.7984,3.7099,10.0885,-3.9473,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3045,H5N2Pb1Br3,H5N2,Pb1,Br3,0.774,N10,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.03,2.93,11.165,3.6322,7.5328,-3.9488,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3046,H5N2Pb1Br3,H5N2,Pb1,Br3,0.779,N10,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.43,2.62,12.5473,3.656,8.8913,-3.9515,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3047,H5N2Pb1Br3,H5N2,Pb1,Br3,1.762,N10,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.32,2.46,14.8806,4.1438,10.7367,-3.942,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3048,H5N2Pb1Br3,H5N2,Pb1,Br3,1.78,N10,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.33,2.44,8.3319,3.3518,4.9802,-4.7236,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3049,H4N1Pb1Br3,H4N1,Pb1,Br3,0.001,N5,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,3.24,2.38,8.7347,3.385,5.3498,-4.7207,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3050,H4N1Pb1Br3,H4N1,Pb1,Br3,0.002,N5,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,4.02,2.85,6.9586,3.3168,3.6418,-4.7238,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3051,H4N1Pb1Br3,H4N1,Pb1,Br3,0.003,N5,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,4.08,3.03,7.7786,3.312,4.4666,-4.2004,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3052,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.453,C1,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.99,2.07,10.9476,3.4605,7.4871,-4.201,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3053,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.454,C1,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.95,2.04,7.4606,3.2015,4.2591,-4.1979,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3054,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.449,C1,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.2,2.27,8.4038,3.2487,5.1551,-4.2021,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3055,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.446,C1,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.32,2.42,11.8066,3.7631,8.0435,-4.2183,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3056,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.444,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.56,2.57,6.2917,3.0865,3.2053,-4.6666,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3057,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.454,C1,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.96,2.09,8.8908,3.2252,5.6656,-4.671,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3058,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.453,C2,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.73,2.78,6.1407,3.2279,2.9128,-4.6814,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3059,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.458,C1,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.62,2.71,6.489,3.2355,3.2535,-4.6814,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3060,C3H10N1Pb1Br3,C3H10N1,Pb1,Br3,1.546,C1,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4,2.97,5.9739,3.1753,2.7986,-4.6823,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3061,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,1.139,C14,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.86,1.91,6.1727,3.0684,3.1043,-4.3655,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3062,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,1.139,C14,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.76,1.89,5.6769,3.069,2.6079,-4.365,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3063,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,1.137,C14,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.76,1.86,17.3818,3.2382,14.1437,-4.36,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3064,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,1.372,C13,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.42,2.12,8.3393,3.1627,5.1766,-4.3606,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3065,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,1.214,C14,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.47,2.22,5.7068,3.1337,2.5731,-4.3771,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3066,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,2.632,C13,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.58,2.35,6.2717,3.1576,3.1141,-4.3762,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3067,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,1.178,C14,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.03,3.1,5.9252,3.1443,2.7808,-4.3768,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3068,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,2.436,C14,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.1,3.06,5.8571,2.9835,2.8736,-4.4972,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3069,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,2.428,C14,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.03,3.04,5.6378,2.969,2.6687,-4.501,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3070,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,2.221,C14,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.92,2.88,4.7961,2.9339,1.8622,-4.5046,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3071,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,3.303,N16,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.89,2.76,4.1745,2.7385,1.4359,-4.5001,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3072,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,3.834,C13,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.71,2.72,4.8293,2.8678,1.9615,-4.5037,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3073,C3H8N1Pb1Br3,C3H8N1,Pb1,Br3,1.883,C13,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.58,2.55,6.4355,3.0783,3.3571,-4.51,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3074,C3H5N2Pb1Br3,C3H5N2,Pb1,Br3,1.237,C10,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.86,2.03,5.1832,3.015,2.1683,-4.5114,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3075,C3H5N2Pb1Br3,C3H5N2,Pb1,Br3,1.197,C11,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.97,2.05,5.2036,3.0198,2.1838,-4.5129,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3076,C3H5N2Pb1Br3,C3H5N2,Pb1,Br3,1.196,C11,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.94,2.03,4.1769,2.7055,1.4715,-4.5835,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3077,C3H5N2Pb1Br3,C3H5N2,Pb1,Br3,1.196,C9,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.97,2.99,4.619,2.8571,1.7619,-4.5824,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3078,C3H5N2Pb1Br3,C3H5N2,Pb1,Br3,2.466,C9,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.92,3.01,4.8189,2.8725,1.9464,-4.5823,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
3079,C2H8N1Pb1I3,C2H8N1,Pb1,I3,1.331,C2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.65,1.88,6.0022,3.0353,2.9669,-4.4952,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
